step,value
100.0,0.002754083718173206
200.0,0.0026743951020762324
300.0,0.0027105252956971526
400.0,0.0023838967317715287
500.0,0.0019114379538223147
600.0,0.0018158943857997656
700.0,0.0017584602464921772
800.0,0.0016986796399578452
900.0,0.001580794167239219
1000.0,0.0015213851584121585
1100.0,0.0014283314812928438
1200.0,0.0014090515905991197
1300.0,0.0013624266139231622
1400.0,0.0013745117466896772
1500.0,0.0012770582106895745
1600.0,0.0012387825991027057
1700.0,0.0012569124228321016
1800.0,0.001222448074258864
1900.0,0.0011955247027799487
2000.0,0.0011051662149839103
2100.0,0.0010876485030166805
2200.0,0.001326906553003937
2300.0,0.0011679972521960735
2400.0,0.0011346747633069754
2500.0,0.0010970529983751476
2600.0,0.001141183136496693
2700.0,0.001066520402673632
2800.0,0.0010676243691705167
2900.0,0.0011859399965032935
3000.0,0.0011984397424384952
3100.0,0.0011601870064623654
3200.0,0.0012295350898057222
3300.0,0.0011147658806294203
3400.0,0.00113632035208866
3500.0,0.0012137158773839474
3600.0,0.001166085188742727
3700.0,0.001199624384753406
3800.0,0.001116324681788683
3900.0,0.0013842448242940009
4000.0,0.0011115452507510781
4100.0,0.0011864571715705097
4200.0,0.0011734457802958786
4300.0,0.0011242334730923176
4400.0,0.0010690989438444376
4500.0,0.0011051325127482414
4600.0,0.0011184114846400917
4700.0,0.0010417865705676377
4800.0,0.0011675528949126601
4900.0,0.0010838675661943853
5000.0,0.0011681835749186575
5100.0,0.0011645222548395395
5200.0,0.0011706631630659103
5300.0,0.0010468526161275804
5400.0,0.0011071935296058655
5500.0,0.001155583537183702
5600.0,0.0011685661156661808
5700.0,0.0011128754122182727
5800.0,0.0011928258463740349
5900.0,0.00126874161651358
6000.0,0.0011998516274616122
6100.0,0.0011019796947948635
6200.0,0.0011430231388658285
6300.0,0.0010857870220206678
6400.0,0.001205339329317212
6500.0,0.0011600878788158298
6600.0,0.001218173943925649
6700.0,0.001231625967193395
6800.0,0.0011702936608344316
6900.0,0.0011300677433609962
7000.0,0.0011898025986738503
7100.0,0.0012640801724046469
7200.0,0.0010398451122455299
7300.0,0.0011783283553086221
7400.0,0.0011504516587592661
7500.0,0.0012065532500855625
7600.0,0.0012277687201276422
7700.0,0.0012063459726050496
7800.0,0.001217187033034861
7900.0,0.0012526801438070834
8000.0,0.0012006363831460476
