step,value
100.0,0.5406994819641113
200.0,0.5089493691921234
300.0,0.49945853650569916
400.0,0.49272119998931885
500.0,0.4859752655029297
600.0,0.4784531742334366
700.0,0.46904152631759644
800.0,0.457742378115654
900.0,0.44789959490299225
1000.0,0.43858177959918976
1100.0,0.4249280095100403
1200.0,0.4119604676961899
1300.0,0.3970095366239548
1400.0,0.3830932229757309
1500.0,0.3575555086135864
1600.0,0.33521178364753723
1700.0,0.3109208196401596
1800.0,0.287079781293869
1900.0,0.2617880329489708
2000.0,0.23826353251934052
2100.0,0.20924346148967743
2200.0,0.19065335392951965
2300.0,0.17553967982530594
2400.0,0.16158801317214966
2500.0,0.15839268267154694
2600.0,0.15751384943723679
2700.0,0.15623287111520767
2800.0,0.15582721680402756
2900.0,0.15399499982595444
3000.0,0.15143388509750366
3100.0,0.1490456610918045
3200.0,0.136300191283226
3300.0,0.1217927373945713
3400.0,0.11196887120604515
3500.0,0.10298869758844376
3600.0,0.09517337381839752
3700.0,0.08736039325594902
3800.0,0.08111843839287758
3900.0,0.0703299455344677
4000.0,0.06736832857131958
4100.0,0.06592819839715958
4200.0,0.06548115611076355
4300.0,0.06522739678621292
4400.0,0.06499506905674934
4500.0,0.06473904475569725
4600.0,0.06439688429236412
4700.0,0.06421207264065742
4800.0,0.06404151022434235
4900.0,0.06360862031579018
5000.0,0.06335384771227837
5100.0,0.06284646317362785
5200.0,0.06172740459442139
5300.0,0.06109284982085228
5400.0,0.059431061148643494
5500.0,0.05826088227331638
5600.0,0.05693571828305721
5700.0,0.05460103042423725
5800.0,0.05312546528875828
5900.0,0.0514595378190279
6000.0,0.049438685178756714
6100.0,0.046636082231998444
6200.0,0.045734990388154984
6300.0,0.04398936405777931
6400.0,0.041703104972839355
6500.0,0.04120543412864208
6600.0,0.04033579304814339
6700.0,0.03977938927710056
6800.0,0.03932206146419048
6900.0,0.03858700022101402
7000.0,0.038144301623106
7100.0,0.037396058440208435
7200.0,0.03570835664868355
7300.0,0.034986190497875214
7400.0,0.03440728411078453
7500.0,0.033837318420410156
7600.0,0.03325311839580536
7700.0,0.03283851779997349
7800.0,0.03234238550066948
7900.0,0.0316701028496027
8000.0,0.030952532775700092
