step,value
100.0,0.33268269896507263
200.0,0.2890108972787857
300.0,0.26858851313591003
400.0,0.2560446411371231
500.0,0.251653715968132
600.0,0.24872812628746033
700.0,0.24571046233177185
800.0,0.2415291592478752
900.0,0.23959984630346298
1000.0,0.2351187840104103
1100.0,0.2314893752336502
1200.0,0.22873345762491226
1300.0,0.22439061105251312
1400.0,0.22260987758636475
1500.0,0.21866746246814728
1600.0,0.21618398278951645
1700.0,0.2127765342593193
1800.0,0.20794739574193954
1900.0,0.20382175594568253
2000.0,0.1978515237569809
2100.0,0.1931321769952774
2200.0,0.19037770479917526
2300.0,0.18796729296445847
2400.0,0.18482614308595657
2500.0,0.17947997152805328
2600.0,0.17270302772521973
2700.0,0.16434356570243835
2800.0,0.1512427031993866
2900.0,0.14002905040979385
3000.0,0.1305874064564705
3100.0,0.11855502054095268
3200.0,0.10595359653234482
3300.0,0.09537554159760475
3400.0,0.08586829155683517
3500.0,0.07844500616192818
3600.0,0.07294903323054314
3700.0,0.06851864606142044
3800.0,0.06459741480648518
3900.0,0.060829829424619675
4000.0,0.05667230486869812
4100.0,0.054499054327607155
4200.0,0.05269405245780945
4300.0,0.05101453512907028
4400.0,0.0490630641579628
4500.0,0.04676748998463154
4600.0,0.04444149136543274
4700.0,0.040444767102599144
4800.0,0.03653495013713837
4900.0,0.031902823597192764
5000.0,0.03024305496364832
5100.0,0.02917190734297037
5200.0,0.028154670260846615
5300.0,0.02729872800409794
5400.0,0.025920817628502846
5500.0,0.024067980237305164
5600.0,0.022184993140399456
5700.0,0.02112145535647869
5800.0,0.01998843066394329
5900.0,0.018226856365799904
6000.0,0.016251688823103905
6100.0,0.014971514698117971
6200.0,0.013422166462987661
6300.0,0.012546741869300604
6400.0,0.011992197483778
6500.0,0.011073699221014977
6600.0,0.010181378573179245
6700.0,0.009647345170378685
6800.0,0.009252813179045916
6900.0,0.008866571821272373
7000.0,0.00827636756002903
7100.0,0.007983074989169836
7200.0,0.007447459269315004
7300.0,0.007143229944631457
7400.0,0.006925547029823065
7500.0,0.006430033594369888
7600.0,0.005721790250390768
7700.0,0.005238370271399617
7800.0,0.0048050235491245985
7900.0,0.004447058541700244
8000.0,0.003890815074555576
