step,value
100.0,0.24836407601833344
200.0,0.2306343838572502
300.0,0.21574317663908005
400.0,0.20032228529453278
500.0,0.18539930135011673
600.0,0.16691675782203674
700.0,0.14983315765857697
800.0,0.12893105298280716
900.0,0.10400696471333504
1000.0,0.08235247060656548
1100.0,0.06795262545347214
1200.0,0.0572610255330801
1300.0,0.0442395843565464
1400.0,0.03260553255677223
1500.0,0.026712819002568722
1600.0,0.02074173465371132
1700.0,0.01753180753439665
1800.0,0.014047345146536827
1900.0,0.011264311149716377
2000.0,0.010408320464193821
2100.0,0.009447318967431784
2200.0,0.007706780452281237
2300.0,0.005905407480895519
2400.0,0.005324438912793994
2500.0,0.004899124149233103
2600.0,0.0038287428906187415
2700.0,0.002938638674095273
2800.0,0.002536244224756956
2900.0,0.0023529286263510585
3000.0,0.0020006675040349364
3100.0,0.0016349558718502522
3200.0,0.0015715290792286396
3300.0,0.0014625979238189757
3400.0,0.0012923169997520745
3500.0,0.001240026787854731
3600.0,0.0011677825823426247
3700.0,0.0011143043520860374
3800.0,0.0010688523179851472
3900.0,0.0009718683431856334
4000.0,0.0009567520464770496
4100.0,0.0008865826239343733
4200.0,0.0008606777701061219
4300.0,0.0008503248391207308
4400.0,0.0008593367820139974
4500.0,0.0007988458964973688
4600.0,0.0007920980860944837
4700.0,0.0007583661936223507
4800.0,0.0007073994202073663
4900.0,0.0007107242126949131
5000.0,0.000676449853926897
5100.0,0.0006644605891779065
5200.0,0.0006522248440887779
5300.0,0.0006411662616301328
5400.0,0.00061641467618756
5500.0,0.0006010608340147883
5600.0,0.0006014794926159084
5700.0,0.0006094632553867996
5800.0,0.0005832291208207607
5900.0,0.00056460004998371
6000.0,0.0005579325661528856
6100.0,0.0005476496880874038
6200.0,0.000538066728040576
6300.0,0.00053274558740668
6400.0,0.0005343141965568066
6500.0,0.0005200848681852221
6600.0,0.0005265322979539633
6700.0,0.0005018962547183037
6800.0,0.0005066690500825644
6900.0,0.0004776085406774655
7000.0,0.0004812882834812626
7100.0,0.0004595413338392973
7200.0,0.00046676481724716723
7300.0,0.0004500246577663347
7400.0,0.00045652236440218985
7500.0,0.0004438703617779538
7600.0,0.0004306197661207989
7700.0,0.00041801933548413217
7800.0,0.0004186243313597515
7900.0,0.00039599614683538675
8000.0,0.00039810534508433193
