Wall time,Step,Value
1746178137.7181177,715,0.5524338483810425
1746178138.0910087,719,0.5514825582504272
1746178138.4722357,723,0.5505046248435974
1746178138.5640628,724,0.5501686930656433
1746178139.2158618,731,0.5489585399627686
1746178140.0707626,740,0.5473963022232056
1746178140.4560647,744,0.5462838411331177
1746178140.8271666,748,0.5456279516220093
1746178141.2866225,753,0.5444099307060242
1746178141.6533468,757,0.5433865785598755
1746178142.4774873,766,0.541675865650177
1746178142.8452766,770,0.540963888168335
1746178143.0298905,772,0.5409516096115112
1746178143.2125874,774,0.5405471324920654
1746178143.8546598,781,0.538447916507721
1746178144.315564,786,0.5377300977706909
1746178144.4991183,788,0.5374695062637329
1746178144.9646828,793,0.5364828109741211
1746178145.1487827,795,0.5359331965446472
1746178145.5237644,799,0.5351145267486572
1746178146.0859456,803,0.5339506268501282
1746178146.6539607,809,0.5330638885498047
1746178146.7491632,810,0.5331409573554993
1746178148.895229,833,0.528582751750946
1746178149.275782,837,0.527592658996582
1746178152.3366687,870,0.5207998752593994
1746178153.0147886,877,0.5193271040916443
1746178153.6092803,883,0.5183720588684082
1746178154.9373431,897,0.5155768990516663
1746178155.3090138,901,0.5145650506019592
1746178156.1652863,908,0.5133606791496277
1746178156.3531442,910,0.5130511522293091
1746178156.9219818,916,0.511731743812561
1746178157.106685,918,0.5110592246055603
1746178158.401948,932,0.5085496306419373
1746178158.495864,933,0.5082483887672424
1746178159.4276805,943,0.5063257217407227
1746178159.703239,946,0.5054687857627869
1746178160.5389974,955,0.5035495758056641
1746178160.9067924,959,0.5029096603393555
1746178161.2849238,963,0.5017964243888855
1746178162.1069598,972,0.49988114833831787
1746178162.2022588,973,0.5002736449241638
1746178162.7497742,979,0.4987293481826782
1746178162.8402994,980,0.4982432425022125
1746178163.2914615,985,0.49730873107910156
1746178164.380391,997,0.4952768087387085
1746178165.1340265,1003,0.493940532207489
1746178165.4080856,1006,0.49295711517333984
1746178166.2328358,1015,0.49125903844833374
1746178167.229073,1026,0.488688588142395
1746178168.9708638,1045,0.48450106382369995
1746178170.2084987,1058,0.4811951518058777
1746178170.7748985,1064,0.47983360290527344
1746178171.0563118,1067,0.4789849817752838
1746178171.2424908,1069,0.47947099804878235
1746178171.6013448,1073,0.47855937480926514
1746178172.1686077,1079,0.47704651951789856
1746178172.6445725,1084,0.4755217730998993
1746178173.590324,1094,0.47315606474876404
1746178174.1537476,1100,0.4713996350765228
1746178174.8285708,1105,0.4703080356121063
1746178175.782264,1115,0.46844854950904846
1746178176.2599535,1120,0.4673118591308594
1746178179.6666522,1157,0.4582851529121399
1746178180.0317764,1161,0.4578191936016083
1746178180.12891,1162,0.4577231705188751
1746178180.226833,1163,0.4574396312236786
1746178181.912022,1181,0.4534311294555664
1746178183.0195706,1193,0.4498859643936157
1746178183.1168404,1194,0.4494398832321167
1746178183.6900144,1200,0.44807636737823486
1746178184.584297,1207,0.44680050015449524
1746178187.1007824,1233,0.44005560874938965
1746178187.2926033,1235,0.43983811140060425
1746178188.308083,1245,0.43716418743133545
1746178189.3478606,1256,0.4345668852329254
1746178189.6259842,1259,0.43317437171936035
1746178189.9047506,1262,0.4331291913986206
1746178191.7872484,1282,0.4279819428920746
1746178192.3470387,1288,0.4270743429660797
1746178192.998008,1295,0.4247592091560364
1746178193.5557673,1301,0.4243084788322449
1746178194.6981514,1311,0.42038780450820923
1746178195.254356,1317,0.41983741521835327
1746178195.5337427,1320,0.41856420040130615
1746178196.578401,1331,0.4159068167209625
1746178196.8561347,1334,0.4145950675010681
1746178197.1353657,1337,0.4143960773944855
1746178197.230899,1338,0.41394129395484924
1746178201.8253121,1386,0.402599036693573
1746178202.111915,1389,0.4016416668891907
1746178202.393786,1392,0.4007917642593384
1746178202.4894896,1393,0.4011266529560089
1746178204.760824,1415,0.39474374055862427
1746178205.8709254,1427,0.3915262818336487
1746178206.063001,1429,0.39182549715042114
1746178206.4431036,1433,0.39097487926483154
1746178206.8117366,1437,0.39023882150650024
1746178207.180795,1441,0.38848066329956055
1746178209.5332117,1466,0.3829743266105652
1746178209.6303458,1467,0.381437212228775
1746178210.6722496,1478,0.37928587198257446
1746178211.4380198,1486,0.3779619634151459
1746178211.8207603,1490,0.37676990032196045
1746178212.0042353,1492,0.3766827881336212
1746178213.7729256,1509,0.3716132640838623
1746178215.1450305,1524,0.36913031339645386
1746178215.519673,1528,0.36674463748931885
1746178217.838894,1553,0.36104047298431396
1746178219.3431854,1569,0.3564266264438629
1746178219.4394398,1570,0.35712525248527527
1746178220.8257656,1585,0.3529355227947235
1746178221.2016525,1589,0.35142239928245544
1746178222.014028,1598,0.34950584173202515
1746178222.8818169,1605,0.3485392928123474
1746178222.9788952,1606,0.3472854793071747
1746178224.2117314,1619,0.3443651795387268
1746178225.0533473,1628,0.3422148525714874
1746178225.5271378,1633,0.34084898233413696
1746178225.9982655,1638,0.3396940529346466
1746178226.288607,1641,0.33827725052833557
1746178226.7736897,1646,0.3372344970703125
1746178227.050654,1649,0.3366076648235321
1746178228.1695495,1661,0.3333744406700134
1746178228.9234097,1669,0.3321117162704468
1746178229.557922,1676,0.33017590641975403
1746178230.223491,1683,0.32799577713012695
1746178231.081841,1692,0.3257291615009308
1746178231.460042,1696,0.3254891037940979
1746178231.5542245,1697,0.3247906267642975
1746178231.6486733,1698,0.3246448040008545
1746178231.8392718,1700,0.32322484254837036
1746178232.3395236,1703,0.32248613238334656
1746178232.9984097,1710,0.3219553530216217
1746178233.8487825,1719,0.32006406784057617
1746178234.7823274,1729,0.31765756011009216
1746178235.1552403,1733,0.31541964411735535
1746178235.337879,1735,0.3160068392753601
1746178235.6119027,1738,0.3153630793094635
1746178236.070266,1743,0.3134549856185913
1746178236.350606,1746,0.3133170008659363
1746178236.4428706,1747,0.3131919205188751
1746178236.5350173,1748,0.3136780261993408
1746178238.3070521,1767,0.3078809976577759
1746178239.130252,1776,0.3049265742301941
1746178239.6853988,1782,0.3042551875114441
1746178240.3365018,1789,0.30209437012672424
1746178240.429165,1790,0.3025939464569092
1746178241.2704432,1799,0.2998482286930084
1746178242.1256282,1806,0.29910120368003845
1746178243.2560632,1818,0.2952595055103302
1746178244.108522,1827,0.29314684867858887
1746178244.488473,1831,0.292554646730423
1746178245.436522,1841,0.2906241714954376
1746178245.8262317,1845,0.28928035497665405
1746178246.6806376,1854,0.28667405247688293
1746178247.8956678,1867,0.2829754650592804
1746178248.169515,1870,0.2835225760936737
1746178248.73294,1876,0.28141143918037415
1746178248.9245694,1878,0.2818574011325836
1746178252.3578455,1912,0.2730761170387268
1746178252.9298425,1918,0.27185577154159546
1746178254.5618227,1935,0.268145352602005
1746178254.7534027,1937,0.2677956819534302
1746178254.9429493,1939,0.2683413326740265
1746178255.5139058,1945,0.2659933567047119
1746178255.8057284,1948,0.2652561664581299
1746178256.000965,1950,0.26528260111808777
1746178257.7140393,1968,0.26173046231269836
1746178259.0629764,1982,0.2579558193683624
1746178259.2514322,1984,0.25703924894332886
1746178261.1762836,2002,0.2534179985523224
1746178261.5534437,2006,0.2523919939994812
1746178262.3613362,2014,0.25067025423049927
1746178263.9366257,2031,0.24750283360481262
1746178264.5273209,2037,0.2457769811153412
1746178266.8143954,2061,0.24103890359401703
1746178267.9640033,2073,0.23856069147586823
1746178268.0592947,2074,0.23814278841018677
1746178268.3458624,2077,0.23802904784679413
1746178268.4407747,2078,0.23697960376739502
1746178268.636766,2080,0.23689007759094238
1746178268.827503,2082,0.235967755317688
1746178269.215846,2086,0.23551951348781586
1746178269.6025493,2090,0.2346552014350891
1746178270.0777278,2095,0.23273417353630066
1746178270.262103,2097,0.23390300571918488
1746178271.895658,2112,0.23037339746952057
1746178275.1346974,2146,0.2243114858865738
1746178275.4932861,2150,0.22257420420646667
1746178275.6707213,2152,0.222018301486969
1746178276.1327,2157,0.22182701528072357
1746178276.9597378,2166,0.2200556993484497
1746178277.692254,2174,0.21789246797561646
1746178278.0595207,2178,0.21842925250530243
1746178279.0021703,2188,0.21532708406448364
1746178279.1930149,2190,0.21530595421791077
1746178279.3788333,2192,0.21532411873340607
1746178279.4728131,2193,0.21487610042095184
1746178279.8399413,2197,0.21444496512413025
1746178280.124676,2200,0.21435865759849548
1746178281.0946343,2208,0.21241377294063568
1746178281.4661446,2212,0.2115468680858612
1746178282.7884333,2226,0.20848311483860016
1746178283.346937,2232,0.20870164036750793
1746178283.8209379,2237,0.20550793409347534
1746178283.9156013,2238,0.20631179213523865
1746178284.1036308,2240,0.20583099126815796
1746178284.390977,2243,0.2053476721048355
1746178284.590475,2245,0.2052575945854187
1746178284.772889,2247,0.2045176923274994
1746178284.8650613,2248,0.20497369766235352
1746178285.5232198,2255,0.2030390202999115
1746178285.801467,2258,0.20229247212409973
1746178286.2690492,2263,0.20210020244121552
1746178288.0180357,2282,0.19841620326042175
1746178288.9412978,2292,0.195861354470253
1746178289.4904077,2298,0.19550970196723938
1746178290.2495103,2304,0.19487710297107697
1746178290.6340382,2308,0.19329442083835602
1746178290.7280223,2309,0.19414575397968292
1746178291.7374575,2320,0.19270794093608856
1746178291.8316462,2321,0.19259068369865417
1746178293.2301052,2336,0.18886291980743408
1746178294.181573,2346,0.18781287968158722
1746178295.057374,2355,0.18686936795711517
1746178296.650959,2372,0.18317319452762604
1746178298.3456964,2390,0.18026533722877502
1746178298.4429238,2391,0.18142838776111603
1746178298.634881,2393,0.18062825500965118
1746178299.8021474,2403,0.17910194396972656
1746178300.182091,2407,0.17855489253997803
1746178301.9353962,2426,0.17440667748451233
1746178302.9808724,2437,0.17318172752857208
1746178303.7164905,2445,0.17230692505836487
1746178304.2824788,2451,0.17173945903778076
1746178304.3762965,2452,0.1718895435333252
1746178304.5658631,2454,0.17130836844444275
1746178304.7561576,2456,0.17174775898456573
1746178305.2372994,2461,0.16977493464946747
1746178307.567332,2486,0.16692303121089935
1746178307.6608782,2487,0.16718074679374695
1746178308.5746741,2497,0.1652190238237381
1746178308.7563958,2499,0.16434918344020844
1746178309.6678605,2504,0.1642770618200302
1746178311.0108347,2518,0.16198000311851501
1746178311.581429,2524,0.1624811589717865
1746178312.241034,2531,0.16032160818576813
1746178312.4337313,2533,0.16022196412086487
1746178313.8913014,2548,0.15794940292835236
1746178314.278915,2552,0.15771952271461487
1746178314.471836,2554,0.1564406454563141
1746178315.732395,2567,0.1567646563053131
1746178316.8871727,2579,0.15445153415203094
1746178318.0362594,2591,0.15182140469551086
1746178318.1319592,2592,0.1524284929037094
1746178318.2266312,2593,0.15253277122974396
1746178318.9786406,2601,0.15109777450561523
1746178319.7409348,2607,0.15108433365821838
1746178321.3526833,2624,0.14857734739780426
1746178321.909251,2630,0.14794811606407166
1746178321.9998512,2631,0.14771142601966858
1746178322.7357523,2639,0.146135613322258
1746178323.286699,2645,0.1461062878370285
1746178323.8577514,2651,0.1448765993118286
1746178324.3421202,2656,0.14492662250995636
1746178326.55365,2679,0.1424299031496048
1746178326.7420478,2681,0.14180198311805725
1746178327.2346456,2686,0.1422492265701294
1746178327.7100081,2691,0.14074985682964325
1746178329.1629176,2704,0.13964195549488068
1746178329.8270745,2711,0.13827553391456604
1746178331.2191317,2726,0.1367281675338745
1746178332.354964,2738,0.13638238608837128
1746178332.641934,2741,0.1347494125366211
1746178333.9694219,2755,0.13351067900657654
1746178334.0642514,2756,0.1340758204460144
1746178334.2505686,2758,0.13429515063762665
1746178337.1850033,2790,0.1301356703042984
1746178337.275663,2791,0.13071928918361664
1746178337.367438,2792,0.13061799108982086
1746178338.0057511,2799,0.1295861005783081
1746178339.2331707,2810,0.12873917818069458
1746178340.6130528,2825,0.12687543034553528
1746178340.886962,2828,0.12715348601341248
1746178341.0708125,2830,0.12692557275295258
1746178343.8751338,2860,0.12371678650379181
1746178345.0911858,2873,0.12251727283000946
1746178345.9380782,2882,0.12216207385063171
1746178346.7709494,2891,0.1211022362112999
1746178347.335272,2897,0.12079575657844543
1746178347.7050607,2901,0.12009960412979126
1746178349.5068955,2918,0.11818525940179825
1746178349.6912997,2920,0.11862671375274658
1746178349.782163,2921,0.1181073859333992
1746178349.8733716,2922,0.11801762133836746
1746178350.892359,2933,0.11760228127241135
1746178352.517618,2951,0.1168355792760849
1746178354.1011739,2968,0.11554533243179321
1746178354.833174,2976,0.11401533335447311
1746178356.976887,2999,0.1121838241815567
1746178358.0109076,3008,0.11113143712282181
1746178358.2019064,3010,0.11176887154579163
1746178358.3914018,3012,0.11182498186826706
1746178358.7707138,3016,0.11070814728736877
1746178358.86827,3017,0.11086425930261612
1746178359.907552,3028,0.11008021235466003
1746178360.1857705,3031,0.10999365150928497
1746178360.9152968,3039,0.10906512290239334
1746178361.1925676,3042,0.10939154773950577
1746178362.0271242,3051,0.10841906815767288
1746178363.4189453,3066,0.10774840414524078
1746178363.7872963,3070,0.10654686391353607
1746178363.972697,3072,0.10626878589391708
1746178365.3773906,3087,0.10548122227191925
1746178366.6149185,3100,0.10507041960954666
1746178369.0060716,3123,0.1030559092760086
1746178370.423529,3138,0.1020127460360527
1746178370.5176098,3139,0.10218791663646698
1746178371.161081,3146,0.10191965848207474
1746178371.620427,3151,0.10142214596271515
1746178372.0829082,3156,0.10135380178689957
1746178372.446765,3160,0.10116297006607056
1746178372.6341438,3162,0.10071222484111786
1746178374.1303015,3178,0.09941218048334122
1746178375.777596,3196,0.09880249202251434
1746178375.8742728,3197,0.0986657664179802
1746178376.75165,3204,0.09830664843320847
1746178377.0376828,3207,0.09779132902622223
1746178379.2913897,3231,0.09658382833003998
1746178379.5679166,3234,0.09644947946071625
1746178380.2320778,3241,0.09561318904161453
1746178380.5118842,3244,0.09602683782577515
1746178380.6040478,3245,0.09586728364229202
1746178380.7934093,3247,0.09491416066884995
1746178380.8869994,3248,0.09546171873807907
1746178382.7638588,3268,0.0939379557967186
1746178383.2319221,3273,0.0940692275762558
1746178384.091498,3282,0.09325245767831802
1746178384.2756581,3284,0.09344863146543503
1746178386.5034738,3306,0.09198842942714691
1746178387.2621825,3314,0.09193933755159378
1746178388.551746,3328,0.09101936966180801
1746178388.6449428,3329,0.09094607830047607
1746178389.1110947,3334,0.09070199728012085
1746178389.5825849,3339,0.09055754542350769
1746178390.2394955,3346,0.08985069394111633
1746178392.9807372,3375,0.08828654140233994
1746178393.1634803,3377,0.08838455379009247
1746178393.3449218,3379,0.08846322447061539
1746178394.086875,3387,0.08798665553331375
1746178395.8589542,3404,0.08727987110614777
1746178396.329259,3409,0.0872134417295456
1746178398.4234874,3431,0.08564804494380951
1746178398.7145383,3434,0.0858643501996994
1746178399.193026,3439,0.08546531200408936
1746178399.8638756,3446,0.08506350964307785
1746178400.2575574,3450,0.08460176736116409
1746178400.445924,3452,0.08482114970684052
1746178401.0059893,3458,0.0849711149930954
1746178401.0988417,3459,0.08425254374742508
1746178401.6491559,3465,0.0843978151679039
1746178402.2878735,3472,0.08367660641670227
1746178402.8318584,3478,0.08415145426988602
1746178403.1032376,3481,0.08305837213993073
1746178404.6644971,3498,0.08283570408821106
1746178404.8493707,3500,0.08239760249853134
1746178405.9980812,3510,0.08213014155626297
1746178406.2793157,3513,0.08228868991136551
1746178406.9336724,3520,0.08158562332391739
1746178408.4623845,3536,0.08120717108249664
1746178408.6563737,3538,0.08142838627099991
1746178409.229437,3544,0.08083853125572205
1746178409.6020927,3548,0.08034206926822662
1746178409.785606,3550,0.08025297522544861
1746178411.1020699,3564,0.07966422289609909
1746178412.7357647,3581,0.0792718157172203
1746178413.8627007,3593,0.07880719751119614
1746178414.6185844,3601,0.07832703739404678
1746178416.4961784,3619,0.07724786549806595
1746178416.6855319,3621,0.07730433344841003
1746178416.879353,3623,0.07750718295574188
1746178417.164612,3626,0.07738129794597626
1746178417.4432604,3629,0.07727330923080444
1746178419.0248528,3646,0.07692417502403259
1746178420.0454845,3657,0.07620209455490112
1746178420.1423268,3658,0.07618726789951324
1746178421.3437548,3671,0.07563580572605133
1746178424.1456184,3701,0.07424639910459518
1746178424.5306516,3703,0.07433682680130005
1746178426.7697766,3727,0.07357662171125412
1746178427.137507,3731,0.07332614064216614
1746178427.319774,3733,0.07321614772081375
1746178427.872699,3739,0.07292834669351578
1746178428.155218,3742,0.07335960865020752
1746178428.3457808,3744,0.0729251354932785
1746178429.193538,3753,0.07335960865020752
1746178429.8517277,3760,0.07274405658245087
1746178431.077825,3773,0.07165870815515518
1746178431.8061135,3781,0.07137805223464966
1746178432.9937296,3794,0.07121793180704117
1746178433.1807222,3796,0.07130412012338638
1746178433.4550648,3799,0.07135535031557083
1746178434.7709403,3811,0.07063823938369751
1746178435.1512349,3815,0.07037055492401123
1746178435.6098664,3820,0.07041407376527786
1746178435.8003974,3822,0.07044679671525955
1746178436.7557402,3832,0.07014613598585129
1746178437.1370757,3836,0.06989788264036179
1746178438.3624535,3849,0.06929100304841995
1746178439.861523,3865,0.0691261887550354
1746178440.3449025,3870,0.06891198456287384
1746178441.0110178,3877,0.06842494010925293
1746178443.6168258,3902,0.0678575336933136
1746178443.7101786,3903,0.06782709807157516
1746178444.4537253,3911,0.06749769300222397
1746178445.389691,3921,0.06717170029878616
1746178446.137151,3929,0.066934734582901
1746178446.781316,3936,0.06627073884010315
1746178447.1560571,3940,0.06652628630399704
1746178448.2031589,3951,0.06609897315502167
1746178448.7708402,3957,0.06589692831039429
1746178449.3293865,3963,0.065335214138031
1746178451.4099717,3985,0.06528456509113312
1746178452.4619513,3996,0.06476962566375732
1746178452.9347715,4001,0.0648573711514473
1746178454.0028412,4010,0.06415284425020218
1746178454.0933104,4011,0.06433919817209244
1746178455.2226205,4023,0.06422142684459686
1746178456.2775183,4034,0.06416801363229752
1746178456.5614638,4037,0.063518226146698
1746178457.500193,4047,0.06368745118379593
1746178457.5930066,4048,0.06362096965312958
1746178457.6869965,4049,0.06348340213298798
1746178461.887725,4094,0.06218614801764488
1746178462.353853,4099,0.06217542290687561
1746178462.4474998,4100,0.06180476397275925
1746178463.6035972,4110,0.06167495995759964
1746178470.4221036,4183,0.05975297465920448
1746178471.4576776,4194,0.060011379420757294
1746178471.5486753,4195,0.059732526540756226
1746178471.7287295,4197,0.05961715057492256
1746178471.9159682,4199,0.05946771800518036
1746178472.401001,4202,0.05899147689342499
1746178472.4954927,4203,0.059548720717430115
1746178472.6765912,4205,0.059051476418972015
1746178474.7804906,4228,0.05882719159126282
1746178475.2583177,4233,0.058718495070934296
1746178475.5477204,4236,0.05925670638680458
1746178476.2936838,4244,0.05844053253531456
1746178477.2984374,4255,0.058030467480421066
1746178478.1286576,4264,0.05817490443587303
1746178478.40016,4267,0.057756803929805756
1746178478.4913177,4268,0.0578441396355629
1746178479.8509507,4283,0.057287055999040604
1746178481.296024,4299,0.05720074847340584
1746178482.0671618,4305,0.05712754651904106
1746178482.4438581,4309,0.0572909452021122
1746178483.2878747,4318,0.05636950582265854
1746178483.4728453,4320,0.0564226396381855
1746178484.306391,4329,0.05663358420133591
1746178484.6731782,4333,0.05634872615337372
1746178485.2267158,4339,0.056732628494501114
1746178485.6817844,4344,0.05627833679318428
1746178488.08556,4370,0.05539004132151604
1746178488.9366791,4379,0.05563139170408249
1746178490.3424902,4394,0.055380240082740784
1746178490.9750066,4401,0.054887618869543076
1746178491.751157,4407,0.055349163711071014
1746178492.137761,4411,0.05472012981772423
1746178492.2319527,4412,0.05481111630797386
1746178494.031846,4431,0.054664622992277145
1746178494.1294322,4432,0.05406229943037033
1746178494.3310552,4434,0.0540231429040432
1746178494.8799207,4440,0.05459742248058319
1746178497.6633642,4470,0.053541459143161774
1746178498.2227352,4476,0.05314081162214279
1746178498.5908244,4480,0.053639255464076996
1746178498.867142,4483,0.05346103385090828
1746178499.6345174,4491,0.05338767170906067
1746178499.828841,4493,0.05332758277654648
1746178501.6275444,4510,0.0527949333190918
1746178501.7197516,4511,0.05291116610169411
1746178503.4857447,4530,0.05223008245229721
1746178503.5771503,4531,0.052308112382888794
1746178503.8528657,4534,0.05271906033158302
1746178504.7017126,4543,0.052053164690732956
1746178505.4542823,4551,0.05233375355601311
1746178505.6363783,4553,0.05211355909705162
1746178505.7276623,4554,0.052419476211071014
1746178507.1235592,4569,0.051914434880018234
1746178508.0530562,4579,0.0519377663731575
1746178508.3309186,4582,0.05196135491132736
1746178509.3578901,4593,0.051223427057266235
1746178509.6351147,4596,0.05108039453625679
1746178509.8203416,4598,0.051317524164915085
1746178510.0015454,4600,0.05130057409405708
1746178511.3149292,4612,0.05108846724033356
1746178512.890394,4629,0.05122840404510498
1746178514.2898,4644,0.050334565341472626
1746178514.8334215,4650,0.05035467445850372
1746178515.464365,4657,0.05037678778171539
1746178516.2378025,4665,0.05019563063979149
1746178516.6312385,4669,0.05004425719380379
1746178517.30959,4676,0.05014519765973091
1746178517.4028852,4677,0.04998783394694328
1746178517.4967062,4678,0.049895111471414566
1746178518.4318297,4688,0.04967719316482544
1746178521.0602987,4714,0.049355797469615936
1746178521.5300572,4719,0.04960507154464722
1746178523.0485766,4735,0.049090251326560974
1746178523.5158768,4740,0.04860889911651611
1746178524.0693452,4746,0.048738993704319
1746178524.4360054,4750,0.04881910979747772
1746178524.526488,4751,0.048901405185461044
1746178525.258077,4759,0.048509690910577774
1746178525.5342886,4762,0.04864104464650154
1746178525.6281831,4763,0.04818236455321312
1746178525.811583,4765,0.048438720405101776
1746178526.0919034,4768,0.0487920381128788
1746178526.9447212,4777,0.048472706228494644
1746178527.3196235,4781,0.048484981060028076
1746178527.6988492,4785,0.0478198267519474
1746178527.9929464,4788,0.04773420840501785
1746178528.0891743,4789,0.04800711199641228
1746178528.6480794,4795,0.04835515096783638
1746178529.2155402,4801,0.0477212630212307
1746178529.6159153,4803,0.04771745204925537
1746178529.9249222,4806,0.047758691012859344
1746178533.2873814,4841,0.04744107276201248
1746178534.4152386,4853,0.047201767563819885
1746178536.1564176,4872,0.046894371509552
1746178536.3373754,4874,0.04673324525356293
1746178537.8261762,4890,0.0461660772562027
1746178538.099765,4893,0.046524371951818466
1746178538.285437,4895,0.0464903824031353
1746178538.3776686,4896,0.04618218168616295
1746178540.3355746,4915,0.04614900425076485
1746178542.5536828,4939,0.04572521522641182
1746178542.8287807,4942,0.04597083479166031
1746178544.0209138,4955,0.04557301104068756
1746178544.7488263,4963,0.045550454407930374
1746178545.5886185,4972,0.045286551117897034
1746178545.8616018,4975,0.04590331017971039
1746178546.0501814,4977,0.04493677616119385
1746178546.142653,4978,0.04529615864157677
1746178547.438651,4992,0.0451655276119709
1746178548.1839669,5000,0.04477252811193466
1746178550.4634032,5022,0.04494904726743698
1746178551.0056345,5028,0.04441651329398155
1746178551.2799332,5031,0.04476669803261757
1746178551.9268515,5038,0.04430566728115082
1746178553.1345859,5051,0.04428958147764206
1746178553.3199131,5053,0.04440058767795563
1746178553.412982,5054,0.044391781091690063
1746178554.0534918,5061,0.04446670785546303
1746178555.7327871,5079,0.04385438933968544
1746178557.2400763,5095,0.043881624937057495
1746178558.1116621,5102,0.04337877407670021
1746178558.5768876,5107,0.0436403751373291
1746178558.6703095,5108,0.04375613480806351
1746178559.2327545,5114,0.04361262172460556
1746178560.4365463,5127,0.043370481580495834
1746178560.6188204,5129,0.04312081262469292
1746178561.182942,5135,0.04295377433300018
1746178563.54423,5161,0.0431620329618454
1746178563.996788,5166,0.042491693049669266
1746178565.1863787,5179,0.04248411953449249
1746178565.5549815,5183,0.042501240968704224
1746178567.2412734,5201,0.042448751628398895
1746178568.2020001,5209,0.04249490052461624
1746178570.3435144,5232,0.04212147742509842
1746178570.6160023,5235,0.04210720956325531
1746178570.70613,5236,0.04194076359272003
1746178571.066571,5240,0.04199051856994629
1746178571.1581821,5241,0.04228606075048447
1746178571.5196395,5245,0.041863635182380676
1746178573.532689,5267,0.041941724717617035
1746178575.6214163,5290,0.04125251621007919
1746178577.0195196,5303,0.04086945950984955
1746178578.5336528,5319,0.04098198562860489
1746178579.5732722,5330,0.04122709482908249
1746178581.0770504,5346,0.04059183597564697
1746178581.361919,5349,0.04105463624000549
1746178582.41679,5360,0.04081105440855026
1746178582.509937,5361,0.040284790098667145
1746178582.7882304,5364,0.04054717719554901
1746178584.410479,5381,0.04013049229979515
1746178584.7978113,5385,0.040319789201021194
1746178586.9204447,5405,0.04011464864015579
1746178587.108771,5407,0.040261317044496536
1746178588.433124,5421,0.040289465337991714
1746178588.8989089,5426,0.03987130895256996
1746178590.2178893,5440,0.03955499082803726
1746178590.3101158,5441,0.03977109491825104
1746178590.4929464,5443,0.0399194099009037
1746178590.9496307,5448,0.03957027196884155
1746178593.5834866,5476,0.03973349928855896
1746178594.4047863,5485,0.039071109145879745
1746178595.070053,5492,0.03945675492286682
1746178595.4599094,5496,0.039097756147384644
1746178596.2648153,5502,0.039130568504333496
1746178596.8459733,5508,0.0389460064470768
1746178597.3067813,5513,0.03926209360361099
